ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,simple,ANMI-BTMTAMORSE-011,BT-MTA Morse Taper (with Pull Stud),1,0,visible,BT-MTA Morse Taper with Pull Stud - Giải pháp cán dao côn Morse chính xác cao cho CNC. Chất lượng Nhật Bản.,BT-MTA Morse Taper with Pull Stud - Giải pháp cán dao côn Morse chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,1620000,1800000,BT SIDE LOCK,"BT-MTA, morse taper, tool holder, pull stud, CNC",,https://anmitools.com/wp-content/uploads/products/bt-mta-morse-taper-pull-stud-01.jpg,,,,,,,,,0,Size,BT30 | BT40 | BT50,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-BTMTBMORSE-012,BT-MTB Morse Taper (with Nut),1,0,visible,BT-MTB Morse Taper with Nut - Giải pháp cán dao côn Morse kiểu đai ốc cho CNC. Chất lượng Nhật Bản.,BT-MTB Morse Taper with Nut - Giải pháp cán dao côn Morse kiểu đai ốc cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,1620000,1800000,BT SIDE LOCK,"BT-MTB, morse taper, tool holder, nut type, CNC",,https://anmitools.com/wp-content/uploads/products/bt-mtb-morse-taper-nut-01.jpg,,,,,,,,,0,Size,BT30 | BT40 | BT50,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-BTSLOOILFE-013,BT-SLO Oil-Feed Side Lock Tool Holder,1,0,visible,BT-SLO Oil-Feed Side Lock Tool Holder - Giải pháp cán dao cung cấp dầu trực tiếp cho CNC. Chất lượng Nhật Bản.,BT-SLO Oil-Feed Side Lock Tool Holder - Giải pháp cán dao cung cấp dầu trực tiếp cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,1620000,1800000,BT SIDE LOCK,"BT-SLO, oil feed holder, side lock, CNC machining",,https://anmitools.com/wp-content/uploads/products/bt-slo-oil-feed-side-lock-01.jpg,,,,,,,,,0,Size,BT30 | BT40 | BT50,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-BTEROOILFE-014,BT-ERO Oil-Feed ER Collet Tool Holder,1,0,visible,BT-ERO Oil-Feed ER Collet Tool Holder - Giải pháp cán dao ER với cung cấp dầu trực tiếp cho CNC. Chất lượng Nhật Bản.,BT-ERO Oil-Feed ER Collet Tool Holder - Giải pháp cán dao ER với cung cấp dầu trực tiếp cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,1620000,1800000,BT SIDE LOCK,"BT-ERO, oil feed, ER collet, tool holder, CNC",,https://anmitools.com/wp-content/uploads/products/bt-ero-oil-feed-er-collet-01.jpg,,,,,,,,,0,Size,BT30 | BT40 | BT50,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-BTSDCHIGHP-015,BT-SDC High Precision Tool Holder,1,0,visible,BT-SDC High Precision Tool Holder - Giải pháp cán dao độ chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,BT-SDC High Precision Tool Holder - Giải pháp cán dao độ chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,1620000,1800000,BT SIDE LOCK,"BT-SDC, high precision, tool holder, CNC machining",,https://anmitools.com/wp-content/uploads/products/bt-sdc-high-precision-tool-holder-01.jpg,,,,,,,,,0,Size,BT30 | BT40 | BT50,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-BTSRSHRINK-016,BT-SR Shrink Fit Chuck,1,0,visible,BT-SR Shrink Fit Chuck - Giải pháp chuck co nhiệt chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,BT-SR Shrink Fit Chuck - Giải pháp chuck co nhiệt chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,3150000,3500000,BT-SHR,"BT-SR, shrink fit, chuck, tool holder, CNC",,https://anmitools.com/wp-content/uploads/products/bt-sr-shrink-fit-chuck-01.jpg,,,,,,,,,0,Size,BT30 | BT40 | BT50,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-BTHSHYDRAU-017,BT-HS Hydraulic Chuck,1,0,visible,BT-HS Hydraulic Chuck - Giải pháp chuck thủy lực chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,BT-HS Hydraulic Chuck - Giải pháp chuck thủy lực chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,2880000,3200000,BT SIDE LOCK,"BT-HS, hydraulic chuck, tool holder, CNC",,https://anmitools.com/wp-content/uploads/products/bt-hs-hydraulic-chuck-01.jpg,,,,,,,,,0,Size,BT30 | BT40 | BT50,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-HSKSRSHRIN-018,HSK-SR Shrink Fit Chuck,1,0,visible,HSK-SR Shrink Fit Chuck - Giải pháp chuck co nhiệt HSK chính xác cao cho CNC. Chất lượng Nhật Bản.,HSK-SR Shrink Fit Chuck - Giải pháp chuck co nhiệt HSK chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,3150000,3500000,HSK,"HSK-SR, shrink fit, chuck, tool holder, CNC",,https://anmitools.com/wp-content/uploads/products/hsk-sr-shrink-fit-chuck-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-HSKERTOOLH-019,HSK-ER Tool Holder,1,0,visible,HSK-ER Tool Holder - Giải pháp cán dao HSK-ER chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,HSK-ER Tool Holder - Giải pháp cán dao HSK-ER chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,2250000,2500000,HSK,"HSK-ER, tool holder, ER collet, CNC machining",,https://anmitools.com/wp-content/uploads/products/hsk-er-tool-holder-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-HSKGSKTOOL-020,HSK-GSK Tool Holder,1,0,visible,HSK-GSK Tool Holder - Giải pháp cán dao HSK-GSK chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,HSK-GSK Tool Holder - Giải pháp cán dao HSK-GSK chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,2250000,2500000,HSK,"HSK-GSK, tool holder, CNC machining",,https://anmitools.com/wp-content/uploads/products/hsk-gsk-tool-holder-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-HSKHSHYDRA-021,HSK-HS Hydraulic Chuck,1,0,visible,HSK-HS Hydraulic Chuck - Giải pháp chuck thủy lực HSK chính xác cao cho CNC. Chất lượng Nhật Bản.,HSK-HS Hydraulic Chuck - Giải pháp chuck thủy lực HSK chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,2880000,3200000,HSK,"HSK-HS, hydraulic chuck, tool holder, CNC",,https://anmitools.com/wp-content/uploads/products/hsk-hs-hydraulic-chuck-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-HSKFMBFACE-022,HSK-FMB Face Milling Arbor,1,0,visible,HSK-FMB Face Milling Arbor - Giải pháp trục gá dao phay mặt HSK chính xác cao cho CNC. Chất lượng Nhật Bản.,HSK-FMB Face Milling Arbor - Giải pháp trục gá dao phay mặt HSK chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,2250000,2500000,HSK,"HSK-FMB, face milling arbor, tool holder, CNC",,https://anmitools.com/wp-content/uploads/products/hsk-fmb-face-milling-arbor-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-HSKSLAWELD-023,HSK-SLA Weldon Tool Holder,1,0,visible,HSK-SLA Weldon Tool Holder - Giải pháp cán dao Weldon HSK chính xác cao cho CNC. Chất lượng Nhật Bản.,HSK-SLA Weldon Tool Holder - Giải pháp cán dao Weldon HSK chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,2250000,2500000,HSK,"HSK-SLA, weldon holder, tool holder, CNC",,https://anmitools.com/wp-content/uploads/products/hsk-sla-weldon-tool-holder-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-HSKAPUDRIL-024,HSK-APU Drill Chuck Holder,1,0,visible,HSK-APU Drill Chuck Holder - Giải pháp chuck khoan HSK chính xác cao cho CNC. Chất lượng Nhật Bản.,HSK-APU Drill Chuck Holder - Giải pháp chuck khoan HSK chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,2250000,2500000,HSK,"HSK-APU, drill chuck, tool holder, CNC",,https://anmitools.com/wp-content/uploads/products/hsk-apu-drill-chuck-holder-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-HSKCPOWERC-025,HSK-C Power Chuck,1,0,visible,HSK-C Power Chuck - Giải pháp chuck động lực HSK chính xác cao cho CNC. Chất lượng Nhật Bản.,HSK-C Power Chuck - Giải pháp chuck động lực HSK chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,2250000,2500000,HSK,"HSK-C, power chuck, tool holder, CNC",,https://anmitools.com/wp-content/uploads/products/hsk-c-power-chuck-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-BTTENSIONC-026,BT Tension-Compression Tapping Holder,1,0,visible,BT Tension-Compression Tapping Holder - Giải pháp cán dao tarô nén/kéo cho CNC. Chất lượng Nhật Bản.,BT Tension-Compression Tapping Holder - Giải pháp cán dao tarô nén/kéo cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,1620000,1800000,BT SIDE LOCK,"BT, tension compression, tapping holder, CNC",,https://anmitools.com/wp-content/uploads/products/bt-tension-compression-tapping-holder-01.jpg,,,,,,,,,0,Size,BT30 | BT40 | BT50,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-BTRIGIDTAP-027,BT Rigid Tapping Tool Holder,1,0,visible,BT Rigid Tapping Tool Holder - Giải pháp cán dao tarô cứng chính xác cao cho CNC. Chất lượng Nhật Bản.,BT Rigid Tapping Tool Holder - Giải pháp cán dao tarô cứng chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,1620000,1800000,BT SIDE LOCK,"BT, rigid tapping, tool holder, CNC",,https://anmitools.com/wp-content/uploads/products/bt-rigid-tapping-tool-holder-01.jpg,,,,,,,,,0,Size,BT30 | BT40 | BT50,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-NBH2084MIC-028,NBH2084 Micro Boring System,1,0,visible,NBH2084 Micro Boring System - Giải pháp doa vi mô chính xác cao cho CNC. Chất lượng Nhật Bản.,NBH2084 Micro Boring System - Giải pháp doa vi mô chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,2520000,2800000,"Hệ thống gá kẹp, cán dao","NBH2084, micro boring, boring system, CNC",,https://anmitools.com/wp-content/uploads/products/nbh2084-micro-boring-system-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-NBJ16MICRO-029,NBJ16 Micro Boring System,1,0,visible,NBJ16 Micro Boring System - Giải pháp doa vi mô chính xác cao cho CNC. Chất lượng Nhật Bản.,NBJ16 Micro Boring System - Giải pháp doa vi mô chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,2520000,2800000,"Hệ thống gá kẹp, cán dao","NBJ16, micro boring, boring system, CNC",,https://anmitools.com/wp-content/uploads/products/nbj16-micro-boring-system-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-EWNMICROBO-030,EWN Micro Boring Head,1,0,visible,EWN Micro Boring Head - Giải pháp đầu doa vi mô chính xác cao cho CNC. Chất lượng Nhật Bản.,EWN Micro Boring Head - Giải pháp đầu doa vi mô chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,2520000,2800000,"Hệ thống gá kẹp, cán dao","EWN, micro boring head, boring tool, CNC",,https://anmitools.com/wp-content/uploads/products/ewn-micro-boring-head-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-RBHADJUSTA-031,RBH Adjustable Rough Boring Head,1,0,visible,RBH Adjustable Rough Boring Head - Giải pháp đầu doa thô điều chỉnh cho CNC. Chất lượng Nhật Bản.,RBH Adjustable Rough Boring Head - Giải pháp đầu doa thô điều chỉnh cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,2520000,2800000,"Hệ thống gá kẹp, cán dao","RBH, rough boring head, boring tool, CNC",,https://anmitools.com/wp-content/uploads/products/rbh-adjustable-rough-boring-head-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-CBHLARGEDI-032,CBH Large-Diameter Fine Boring Head,1,0,visible,CBH Large-Diameter Fine Boring Head - Giải pháp đầu doa tinh đường kính lớn cho CNC. Chất lượng Nhật Bản.,CBH Large-Diameter Fine Boring Head - Giải pháp đầu doa tinh đường kính lớn cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,2520000,2800000,"Hệ thống gá kẹp, cán dao","CBH, fine boring head, large diameter, CNC",,https://anmitools.com/wp-content/uploads/products/cbh-large-diameter-fine-boring-head-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-BSTTWINBLA-033,BST Twin-Blade Boring Tool,1,0,visible,BST Twin-Blade Boring Tool - Giải pháp dao doa lưỡi kép chính xác cao cho CNC. Chất lượng Nhật Bản.,BST Twin-Blade Boring Tool - Giải pháp dao doa lưỡi kép chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,2520000,2800000,"Hệ thống gá kẹp, cán dao","BST, twin blade, boring tool, CNC",,https://anmitools.com/wp-content/uploads/products/bst-twin-blade-boring-tool-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-CKLBKBORIN-034,CK/LBK Boring Bar System,1,0,visible,CK/LBK Boring Bar System - Giải pháp hệ thống thanh doa chính xác cao cho CNC. Chất lượng Nhật Bản.,CK/LBK Boring Bar System - Giải pháp hệ thống thanh doa chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,2520000,2800000,"Hệ thống gá kẹp, cán dao","CK, LBK, boring bar, system, CNC",,https://anmitools.com/wp-content/uploads/products/ck-lbk-boring-bar-system-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-CBS4590BOR-035,CBS 45° / 90° Boring Tool,1,0,visible,CBS 45° / 90° Boring Tool - Giải pháp dao doa góc 45°/90° chính xác cao cho CNC. Chất lượng Nhật Bản.,CBS 45° / 90° Boring Tool - Giải pháp dao doa góc 45°/90° chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,2520000,2800000,"Hệ thống gá kẹp, cán dao","CBS, 45 degree, 90 degree, boring tool, CNC",,https://anmitools.com/wp-content/uploads/products/cbs-45-90-boring-tool-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-SBFIXEDDIA-036,SB Fixed Diameter Boring Cutter,1,0,visible,SB Fixed Diameter Boring Cutter - Giải pháp dao doa đường kính cố định cho CNC. Chất lượng Nhật Bản.,SB Fixed Diameter Boring Cutter - Giải pháp dao doa đường kính cố định cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,2520000,2800000,"Hệ thống gá kẹp, cán dao","SB, fixed diameter, boring cutter, CNC",,https://anmitools.com/wp-content/uploads/products/sb-fixed-diameter-boring-cutter-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-GCFIXEDDIA-037,GC Fixed Diameter Boring Cutter,1,0,visible,GC Fixed Diameter Boring Cutter - Giải pháp dao doa đường kính cố định cho CNC. Chất lượng Nhật Bản.,GC Fixed Diameter Boring Cutter - Giải pháp dao doa đường kính cố định cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,2520000,2800000,"Hệ thống gá kẹp, cán dao","GC, fixed diameter, boring cutter, CNC",,https://anmitools.com/wp-content/uploads/products/gc-fixed-diameter-boring-cutter-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-ERHIGHPREC-038,ER High Precision Collet,1,0,visible,ER High Precision Collet - Giải pháp collet ER độ chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,ER High Precision Collet - Giải pháp collet ER độ chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,1080000,1200000,COLLET,"ER, collet, high precision, CNC machining",,https://anmitools.com/wp-content/uploads/products/er-high-precision-collet-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-SKHIGHPREC-039,SK High Precision Collet,1,0,visible,SK High Precision Collet - Giải pháp collet SK độ chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,SK High Precision Collet - Giải pháp collet SK độ chính xác cao cho gia công CNC. Chất lượng Nhật Bản.,,,taxable,,1,80,0,0,2,,,,1,,720000,800000,COLLET,"SK, collet, high precision, CNC machining",,https://anmitools.com/wp-content/uploads/products/sk-high-precision-collet-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
,simple,ANMI-NTTOOLHOLD-040,NT Tool Holder System,1,0,visible,NT Tool Holder System - Giải pháp hệ thống cán dao NT chính xác cao cho CNC. Chất lượng Nhật Bản.,NT Tool Holder System - Giải pháp hệ thống cán dao NT chính xác cao cho CNC. Chất lượng Nhật Bản.,,,taxable,,1,100,0,0,2,,,,1,,1080000,1200000,NT,"NT, tool holder system, CNC machining",,https://anmitools.com/wp-content/uploads/products/nt-tool-holder-system-01.jpg,,,,,,,,,0,Size,Standard,1,0,Material,Steel | Alloy Steel,1,0
